termo,user,frase,tweet_origin_id,tweet_id,data_do_tweet
magazineluiza,SaintSiger,"@Fanboyloading @magazineluiza @PrimeVideoBR Não se iluda tanto assim jovem, o tombo pode doer bastante",' 1399438226973155331 ',' 1399662690595913732 ',' 2021-06-01 09:42:44 '
magazineluiza,santosbrayan_,"@magazineluiza Oi!!! Vcs cobraram um produto duas vezes no meu cartão, preciso fazer o estorno!",' 1399380732859097096 ',' 1399655656391593987 ',' 2021-06-01 09:14:47 '
magazineluiza,JJDSRicardo,"@EuRobo36 @WriterSafira @magazineluiza @luizatrajano @CorreIOS E como diz Chico César, Deus me livre da maldade de gente boa.",' 1399493352966471680 ',' 1399653121161367553 ',' 2021-06-01 09:04:43 '
magazineluiza,SAIK1C4TB0Y,@Ievifeministo @YMIR8KIN0 @magazineluiza @Karolconka @Anitta @CasasBahia @jairbolsonaro @LulaOficial @Haddad_Fernando oi lindo rs,' 1399638500870438915 ',' 1399638974306652170 ',' 2021-06-01 08:08:30 '
magazineluiza,Ievifeministo,@SAIK1C4TB0Y @YMIR8KIN0 @magazineluiza @Karolconka @Anitta @CasasBahia @jairbolsonaro @LulaOficial 😏 so falta vc,' 1399637996459155456 ',' 1399638500870438915 ',' 2021-06-01 08:06:37 '
magazineluiza,SAIK1C4TB0Y,@Ievifeministo @YMIR8KIN0 @magazineluiza @Karolconka @Anitta @CasasBahia @jairbolsonaro se mexe ai,' 1399637689364893708 ',' 1399637996459155456 ',' 2021-06-01 08:04:37 '
magazineluiza,oskartelles,"RT @alvaresdias: Pessoal, a Magazine Luiza ta vindo pro Rio de Janeiro e tá cheia de vagas para as lojas novas em todo o estado! Vaga pra v…",' None ',' 1399637858709819392 ',' 2021-06-01 08:04:04 '
magazineluiza,JarbasVin_,"Péssima experiência de compra com a @magazineluiza   Começaram  bem com API no wpp para acompanhamento, mas esqueceram a API da logística e comunicação fechadas :/",' None ',' 1399637818268434434 ',' 2021-06-01 08:03:54 '
magazineluiza,SAIK1C4TB0Y,@YMIR8KIN0 @Ievifeministo @magazineluiza VOU NAO VIU BBR 😘😘😘,' 1399637299416154112 ',' 1399637583223734272 ',' 2021-06-01 08:02:58 '
magazineluiza,SAIK1C4TB0Y,@Ievifeministo @YMIR8KIN0 @magazineluiza @Karolconka @Anitta FAZ ALGUMA COISA,' 1399637226124894211 ',' 1399637496451977220 ',' 2021-06-01 08:02:37 '
magazineluiza,YMIR8KIN0,@SAIK1C4TB0Y @Ievifeministo @magazineluiza JKKKKKKKMANO VAO SE FUDER,' 1399637006251085824 ',' 1399637299416154112 ',' 2021-06-01 08:01:50 '
magazineluiza,SAIK1C4TB0Y,@Ievifeministo @YMIR8KIN0 @magazineluiza MAGALU FOI ELA QUE COMEÇOU,' 1399636591535087617 ',' 1399637006251085824 ',' 2021-06-01 08:00:40 '
magazineluiza,Ievifeministo,@SAIK1C4TB0Y @YMIR8KIN0 @magazineluiza vem ca best,' 1399636451839692800 ',' 1399636591535087617 ',' 2021-06-01 07:59:02 '
magazineluiza,EidaTalita,@magazineluiza eu não consigo mas fazer compras pelo app e nem fazer login 🤷🏻‍♀️ no site funciona mas o app já tempo e nada já troquei senha e-mail e nada . Eu gostava muito de comprar no app é mais prático .,' None ',' 1399635394799472641 ',' 2021-06-01 07:54:16 '
magazineluiza,KinChan42081024,@magazineluiza MAGALU  PEGUEI ELA NO FLAGRA 😡😡😡😡 https://t.co/Ul6NpR2k0g,' 1399380732859097096 ',' 1399631216899411970 ',' 2021-06-01 07:37:40 '
magazineluiza,KinChan42081024,@magazineluiza Magalu Não vou mais precisar buscar o seu nome no Rule 34 Achei uma substituta 😍😍😍🥰🥰🤩🤩🤩,' 1399455791082618883 ',' 1399630414910722053 ',' 2021-06-01 07:34:29 '
magazineluiza,bakagxt,@magazineluiza vc quer ser minha  sugar mommy?😔👉👈,' None ',' 1399626835554676741 ',' 2021-06-01 07:20:16 '
magazineluiza,costta_van,@magazineluiza Lu preciso de um cupom de desconto pra conj de mesa com 4 cadeiras tem?,' 1399430376536281094 ',' 1399626021348024323 ',' 2021-06-01 07:17:01 '
magazineluiza,Ang3l_L5H,@magazineluiza Ok.. vou tentar..  Espero que quando eu voltar no site não tenha aumentado mais kk  Obrigada!,' 1399622217181413377 ',' 1399622730295676930 ',' 2021-06-01 07:03:57 '
magazineluiza,RyanMon15271738,"@magazineluiza Oi Luuuu, te amooo!!!!!🥰",' 1398034609766637570 ',' 1399619292052795393 ',' 2021-06-01 06:50:17 '
magazineluiza,Ang3l_L5H,"@magazineluiza Me arruma um desconto &lt;3  Eu estou precisando de um celular, ontem vi o Samsung A12 por 1.099,99 Consegui aumentar o limite do cartão pra comprar mais hoje ele já estava por 1.199,00 Eu não consigo passar :(  Me ajuda, Lu!",' None ',' 1399617065355448323 ',' 2021-06-01 06:41:26 '
magazineluiza,rafisLinda,EU NUNCA MAIS NA MINHA VIDA COMPRO ABSOLUTAMENTE NADA NA DROGA DA @magazineluiza,' None ',' 1399597489964171266 ',' 2021-06-01 05:23:39 '
magazineluiza,DaniloD92762619,RT @Fanboyloading: Algo me diz que teremos surpresas boas #vempraloading  @magazineluiza @PrimeVideoBR,' None ',' 1399587056804843520 ',' 2021-06-01 04:42:12 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399537213898170369 ',' 1399585687377264640 ',' 2021-06-01 04:36:45 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399537263944609794 ',' 1399585634679992324 ',' 2021-06-01 04:36:33 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399539920776187904 ',' 1399585592254607360 ',' 2021-06-01 04:36:22 '
magazineluiza,robertaalz,mulher feia do capeta https://t.co/PF48ES0cGP,' None ',' 1399585591554187265 ',' 2021-06-01 04:36:22 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399537174543015939 ',' 1399585486079987715 ',' 2021-06-01 04:35:57 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399537137079439361 ',' 1399585444711567360 ',' 2021-06-01 04:35:47 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399537095287377921 ',' 1399585336364355586 ',' 2021-06-01 04:35:21 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399537027973058560 ',' 1399585308354691075 ',' 2021-06-01 04:35:15 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399536986441064453 ',' 1399585277404925958 ',' 2021-06-01 04:35:07 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399539953944743939 ',' 1399585213429293059 ',' 2021-06-01 04:34:52 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399540007308861444 ',' 1399585172564103169 ',' 2021-06-01 04:34:42 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399540060513517569 ',' 1399585137227190272 ',' 2021-06-01 04:34:34 '
magazineluiza,severo_domingos,"@magazineluiza Continuam mentindo na DM também, é prática da @magazineluiza mentir na venda, na entrega e no pós venda.",' 1399536945785716745 ',' 1399585054901276674 ',' 2021-06-01 04:34:14 '
magazineluiza,WillianChagas7,"Já q o setor privado liderado pela presidenta @luizatrajano da @magazineluiza queria imunizar tds brasileiros até setembro, mas como n podem comprar as vacinas, bem q podiam financiar as 18 vacinas q estão sendo desenvolvidas no país e q precisam de mt dinheiro  #VacinaParaTodos",' None ',' 1399581070912282625 ',' 2021-06-01 04:18:24 '
magazineluiza,Piergiuglig,Isso me deixa tão triste mano.... A variedade e competitividade indo pro esgoto. Fora toda a história da LG 😔 https://t.co/iVR3w0CErP,' None ',' 1399578922870841344 ',' 2021-06-01 04:09:52 '
magazineluiza,SamSamsung01,"@LinKiray @CasasBahia @SamsungBrasil @Samsung Já viu o histórico dele? Ta cheio de Magalu pelada, magalu coroa nua, bunda da magalu....ele prefere a tiazinha da @magazineluiza",' 1399575247318401024 ',' 1399575483361148930 ',' 2021-06-01 03:56:12 '
magazineluiza,amontanib,"RT @EuRobo36: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário bonzinh…",' None ',' 1399568700886368261 ',' 2021-06-01 03:29:15 '
magazineluiza,saulomach_,@_pedrov4 @magazineluiza Pq não está conseguindo?,' 1399399474347270151 ',' 1399566395260686339 ',' 2021-06-01 03:20:05 '
magazineluiza,Laricffc,"RT @alvaresdias: Pessoal, a Magazine Luiza ta vindo pro Rio de Janeiro e tá cheia de vagas para as lojas novas em todo o estado! Vaga pra v…",' None ',' 1399566120609357826 ',' 2021-06-01 03:19:00 '
magazineluiza,ydarkneesx,@magazineluiza Me empresta um dinheiro,' 1399455791082618883 ',' 1399565679649603587 ',' 2021-06-01 03:17:15 '
magazineluiza,alvaresdias,"Pessoal, a Magazine Luiza ta vindo pro Rio de Janeiro e tá cheia de vagas para as lojas novas em todo o estado! Vaga pra vendedor, estoquista, montador... Quem quiser conferir: https://t.co/Cu2FD3l8kt  Clica no link e coloxa o filtro de cidade. Rt pra alcançar mais gente. Tmj ❣",' None ',' 1399565270197444610 ',' 2021-06-01 03:15:37 '
magazineluiza,ramoonf,Aquele menino do de Férias com o Ex de Durag https://t.co/OUGOBregnv,' None ',' 1399564446809444352 ',' 2021-06-01 03:12:21 '
magazineluiza,yelyahearrrt,@magazineluiza arranja um namorado p bruna? ela me perturba todo dia💓,' None ',' 1399558862798217222 ',' 2021-06-01 02:50:10 '
magazineluiza,iS2Mars,@magazineluiza magalu vou ficar encalhada até quando magalu faça algo,' None ',' 1399558510845861888 ',' 2021-06-01 02:48:46 '
magazineluiza,giovaniemilian0,Gente a @magazineluiza vai dominar o Brasil com esse branding,' None ',' 1399558459444629504 ',' 2021-06-01 02:48:33 '
magazineluiza,_pedrolorran,Tudooo! 💙 https://t.co/1q6aItV1FX,' None ',' 1399555391806218242 ',' 2021-06-01 02:36:22 '
magazineluiza,eaeleandrof,"@mrfhernandes @sigaNetshoes @magazineluiza Entregue por eles, e eu paguei o frete a @sigaNetshoes é incompetente assim mesmo",' 1399552435010605060 ',' 1399554556611207168 ',' 2021-06-01 02:33:03 '
magazineluiza,_pedrolorran,Tô me sentindo muito garoto da @magazineluiza com essa nova foto do perfil! 💙,' None ',' 1399553306792542210 ',' 2021-06-01 02:28:05 '
magazineluiza,sabrina1q,"estava eu fazendo meu macarrão para o jantar e no voice chat comentando sobre fazer compras no @magazineluiza  aí percebi que o macarrão, molho de tomate, azeitonas, azeite, pimenta do reino, panela, fogão, prato, talheres, cerveja, geladeira ... comprados no magazine luiza",' None ',' 1399552656121679878 ',' 2021-06-01 02:25:30 '
magazineluiza,mrfhernandes,"@eaeleandrof @sigaNetshoes @magazineluiza Amigo, mas é entregue por eles ou pelos correios? Pq se for por eles, foi sacanagem, agora pelos correios. Ocorre do bom humor do carteiro.",' 1399468288908926987 ',' 1399552435010605060 ',' 2021-06-01 02:24:37 '
magazineluiza,ElexBR,"Queria dar os parabéns a @magazineluiza, comprei um produto não recebi como esperava, fiz uma reclamação achando que não ia dar em nada e hoje obtive uma resposta que fez eu me sentir respeitado como consumidor. Parabéns magalu",' None ',' 1399551834029703169 ',' 2021-06-01 02:22:14 '
magazineluiza,danibentancor2,"RT @EuRobo36: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário bonzinh…",' None ',' 1399550757817434112 ',' 2021-06-01 02:17:57 '
magazineluiza,SamSamsung01,"@Octavio99519725 @SamsungBrasil @CasasBahia @PrSiMa @magazineluiza Vlw fofucho^^ tmb te amo, bem vindo ao time da Sam &lt;3",' 1399549532023758849 ',' 1399550316190785536 ',' 2021-06-01 02:16:12 '
magazineluiza,Nopaumole1,"@bleugoew @PredinhaBacana @slyonix @magazineluiza Não, parece uma banana",' 1399549744947531777 ',' 1399550301611479044 ',' 2021-06-01 02:16:08 '
magazineluiza,luindarkness,"RT @EuRobo36: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário bonzinh…",' None ',' 1399549844453273600 ',' 2021-06-01 02:14:19 '
magazineluiza,Octavio99519725,@SamSamsung01 @SamsungBrasil @CasasBahia @PrSiMa @magazineluiza Eu te amo mil milhões !,' 1399548910251675650 ',' 1399549532023758849 ',' 2021-06-01 02:13:05 '
magazineluiza,newYungJaspion,RT @biasilvazz: tá bem feia em fia,' None ',' 1399549215928426504 ',' 2021-06-01 02:11:50 '
magazineluiza,le_vilanova,@vandervilanova @magazineluiza O verdadeiro cupido de vocês: Magazine Luiza kkkkkk,' 1399355544159277061 ',' 1399547023158808576 ',' 2021-06-01 02:03:07 '
magazineluiza,fwckhouis,@lwtproblem_ @magazineluiza to esperando a resposta tb,' 1399527074809921536 ',' 1399547009674235906 ',' 2021-06-01 02:03:04 '
magazineluiza,Jadybfr,"RT @theo_pattinson: eu só tomo banho gelado, tipo, td dia",' None ',' 1399546942162718727 ',' 2021-06-01 02:02:47 '
magazineluiza,pessoamistica,@AnaLibanioo @magazineluiza pelo amor de deus olha sem condições,' 1399413161191686156 ',' 1399545704075366402 ',' 2021-06-01 01:57:52 '
magazineluiza,lexs_00,@nenedacamila @magazineluiza Não compro mais nada no @magazineluiza  fizeram a mesma coisa comigo e no fim cancelaram,' 1399543178215178240 ',' 1399543816126976000 ',' 2021-06-01 01:50:22 '
magazineluiza,grandofbpa,mais feia q o capeta kokkkkkkkkkkkko https://t.co/3iRlnp4jRK,' None ',' 1399542664320667652 ',' 2021-06-01 01:45:48 '
magazineluiza,Nopaumole1,@PredinhaBacana @bleugoew @slyonix @magazineluiza rola grande com fimose,' 1399378186782363655 ',' 1399542249713815553 ',' 2021-06-01 01:44:09 '
magazineluiza,mucke_mickael,"@magazineluiza Compreensivel, aguardarei ansiosamente pelo meu item :)",' 1399537930075508745 ',' 1399541361070727171 ',' 2021-06-01 01:40:37 '
magazineluiza,DeuABranca,"@magazineluiza não, a dúvida mermo é saber por que tu não vai pra casa do caralho? kkkkkkkkkkkkkkkkk",' 1399538283097608200 ',' 1399540611250860039 ',' 2021-06-01 01:37:38 '
magazineluiza,LuksRP,@melhormascara Me lembrou das SQ que a @estoque_pff postou hoje. Pesquisei no Google e achei na @magazineluiza : https://t.co/6tEuBugy8f,' 1399379180962435073 ',' 1399539701703397378 ',' 2021-06-01 01:34:01 '
magazineluiza,SamSamsung01,"@oidisgraciuskkk @SamSum @Samsung @CasasBahia @magazineluiza Não tema pois eu estou aqui, de roupas kkkk",' 1399538499234189312 ',' 1399539087892226051 ',' 2021-06-01 01:31:35 '
magazineluiza,blackpilladinha,@ruivargo @magazineluiza que tesao meu grelo ta duro,' 1399534117851742208 ',' 1399536986248073220 ',' 2021-06-01 01:23:14 '
magazineluiza,MarcosP05787117,@magazineluiza Faz tempo que não vem aquele cupom maroto🙏,' 1399455791082618883 ',' 1399536920359747590 ',' 2021-06-01 01:22:58 '
magazineluiza,tseeghosts,arruma essa sobrancelha fdp https://t.co/Y2xGez36qM,' None ',' 1399536858397294593 ',' 2021-06-01 01:22:43 '
magazineluiza,nandinhoalves30,"@magazineluiza Já respondi, aguardando resposta",' 1399529008908451844 ',' 1399536606764220417 ',' 2021-06-01 01:21:43 '
magazineluiza,anaymek,pede pro seu editor 3d te fazer uma sobrancelha nova pelo amor de deus vem ca magalu deixa eu cuidar de voce https://t.co/77uFhE1bnZ,' None ',' 1399535985499815937 ',' 2021-06-01 01:19:15 '
magazineluiza,SamSamsung01,"@Octavio99519725 @SamSum @Samsung @CasasBahia @magazineluiza Sim, jogo Lol e mais uns joguinhos",' 1399535379565404160 ',' 1399535843652640768 ',' 2021-06-01 01:18:41 '
magazineluiza,Octavio99519725,@SamSamsung01 @SamSum @Samsung @CasasBahia @magazineluiza Você é gamer ?,' 1399533798828740608 ',' 1399535379565404160 ',' 2021-06-01 01:16:51 '
magazineluiza,bruzuo,@magazineluiza Vou olhar sim 👍🏻,' 1399530338364370946 ',' 1399535338683518982 ',' 2021-06-01 01:16:41 '
magazineluiza,mucke_mickael,30 dias uteis de frete é pra acabar com o campeao né @magazineluiza 🥺🥺🥺,' None ',' 1399534473667043329 ',' 2021-06-01 01:13:15 '
magazineluiza,DeuABranca,@magazineluiza eu tenho uma dúvida lu,' 1399455791082618883 ',' 1399534190153056257 ',' 2021-06-01 01:12:07 '
magazineluiza,SamSamsung01,"Eu sabia que não ia demorar muito, é pq ainda não viram a parte rosa SKSKSKSKSKSKSM  #Samsung #SamsungSam #SamsungGalaxy @SamSum @Samsung @CasasBahia @magazineluiza https://t.co/DLJgNcKnWE",' None ',' 1399533798828740608 ',' 2021-06-01 01:10:34 '
magazineluiza,blackpilladinha,@ruivargo @magazineluiza sss ela eh mais cavala,' 1399533308661411840 ',' 1399533510835179523 ',' 2021-06-01 01:09:25 '
magazineluiza,ruivargo,@blackpilladinha Prefiro a Lu do @magazineluiza,' 1399531430917648384 ',' 1399533308661411840 ',' 2021-06-01 01:08:37 '
magazineluiza,fluminense,"RT @EuRobo36: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário bonzinh…",' None ',' 1399533030323200010 ',' 2021-06-01 01:07:31 '
magazineluiza,frrabs,mas tu é feia mulher https://t.co/8PPXdPFRNu,' None ',' 1399532492051337218 ',' 2021-06-01 01:05:22 '
magazineluiza,minas_yago,@magazineluiza  me responde namoral,' 1399529775434240002 ',' 1399531937035862018 ',' 2021-06-01 01:03:10 '
magazineluiza,FlavyaPereira,"@LATAM_BRA queridos, o parceiro de vocês no Latam Pass chamado ""Mais https://t.co/JqEbNdDvJ9"" tem um atendimento péssimo! Enviaram produto trocado. Nunca tive o menor problema com o parceiro @magazineluiza! Tira esse parceiro do site.",' None ',' 1399531375066333186 ',' 2021-06-01 01:00:56 '
magazineluiza,Dtrumbi,@magazineluiza Só compro samsung agora 😏😏,' 1399455791082618883 ',' 1399530744662401027 ',' 2021-06-01 00:58:26 '
magazineluiza,marceloadao,"@magazineluiza Tá puxado, hein? Suporte zero pros parceiros. Que triste! @luizatrajano kd a equipe de excelência aqui pra nos dar um suporte digno? Estão jogando no lixo toda sua ideia de empreendedorismo. Td q vc sempre pregou. #suporte #fail #parceiromagalu https://t.co/rOe4mrk5h3",' None ',' 1399530203521683459 ',' 2021-06-01 00:56:17 '
